Video_index,Video_name,Video_category,Start_times,End_times,Action_labels,Nouns
2728,OP05-R04-ContinentalBreakfast-52332-53042,OP05-R04-ContinentalBreakfast,52332,53042,2,condiment_container
2729,OP05-R04-ContinentalBreakfast-53112-53762,OP05-R04-ContinentalBreakfast,53112,53762,2,condiment_container
2730,OP05-R04-ContinentalBreakfast-54202-59452,OP05-R04-ContinentalBreakfast,54202,59452,0,"condiment,eating_utensil"
2731,OP05-R04-ContinentalBreakfast-59472-60582,OP05-R04-ContinentalBreakfast,59472,60582,6,condiment
2732,OP05-R04-ContinentalBreakfast-60702-61392,OP05-R04-ContinentalBreakfast,60702,61392,5,condiment_container
2733,OP05-R04-ContinentalBreakfast-61820-66380,OP05-R04-ContinentalBreakfast,61820,66380,0,"condiment,eating_utensil"
2734,OP05-R04-ContinentalBreakfast-66385-88935,OP05-R04-ContinentalBreakfast,66385,88935,0,"condiment,eating_utensil"
2735,OP05-R04-ContinentalBreakfast-93775-95465,OP05-R04-ContinentalBreakfast,93775,95465,5,bowl
2736,OP05-R04-ContinentalBreakfast-95555-97105,OP05-R04-ContinentalBreakfast,95555,97105,6,microwave
2737,OP05-R04-ContinentalBreakfast-97135-99185,OP05-R04-ContinentalBreakfast,97135,99185,0,microwave
2738,OP05-R04-ContinentalBreakfast-111260-112810,OP05-R04-ContinentalBreakfast,111260,112810,2,fridge
2739,OP05-R04-ContinentalBreakfast-112920-113840,OP05-R04-ContinentalBreakfast,112920,113840,3,condiment_container
2740,OP05-R04-ContinentalBreakfast-115255-116975,OP05-R04-ContinentalBreakfast,115255,116975,1,condiment_container
2741,OP05-R04-ContinentalBreakfast-118660-121210,OP05-R04-ContinentalBreakfast,118660,121210,2,microwave
2742,OP05-R04-ContinentalBreakfast-121490-122880,OP05-R04-ContinentalBreakfast,121490,122880,3,bowl
2743,OP05-R04-ContinentalBreakfast-123730-125060,OP05-R04-ContinentalBreakfast,123730,125060,5,bowl
2744,OP05-R04-ContinentalBreakfast-125500-127120,OP05-R04-ContinentalBreakfast,125500,127120,6,microwave
2745,OP05-R04-ContinentalBreakfast-127855-128965,OP05-R04-ContinentalBreakfast,127855,128965,5,condiment_container
2746,OP05-R04-ContinentalBreakfast-138355-145275,OP05-R04-ContinentalBreakfast,138355,145275,9,"condiment,condiment_container,bowl"
2747,OP05-R04-ContinentalBreakfast-146040-146700,OP05-R04-ContinentalBreakfast,146040,146700,5,unknown_container
2748,OP05-R04-ContinentalBreakfast-146795-147475,OP05-R04-ContinentalBreakfast,146795,147475,6,condiment_container
2749,OP05-R04-ContinentalBreakfast-147620-149460,OP05-R04-ContinentalBreakfast,147620,149460,6,condiment_container
2750,OP05-R04-ContinentalBreakfast-149395-150265,OP05-R04-ContinentalBreakfast,149395,150265,3,condiment_container
2751,OP05-R04-ContinentalBreakfast-151935-153225,OP05-R04-ContinentalBreakfast,151935,153225,2,fridge
2752,OP05-R04-ContinentalBreakfast-153305-154545,OP05-R04-ContinentalBreakfast,153305,154545,5,condiment_container
2753,OP05-R04-ContinentalBreakfast-157420-157920,OP05-R04-ContinentalBreakfast,157420,157920,7,eating_utensil
2754,OP05-R04-ContinentalBreakfast-157975-172885,OP05-R04-ContinentalBreakfast,157975,172885,0,eating_utensil
2755,OP05-R04-ContinentalBreakfast-173250-173890,OP05-R04-ContinentalBreakfast,173250,173890,5,bowl
2756,OP05-R04-ContinentalBreakfast-175490-177280,OP05-R04-ContinentalBreakfast,175490,177280,3,plate
2757,OP05-R04-ContinentalBreakfast-178840-179980,OP05-R04-ContinentalBreakfast,178840,179980,5,plate
2758,OP05-R04-ContinentalBreakfast-182395-185582,OP05-R04-ContinentalBreakfast,182395,185582,2,fridge
2759,OP05-R04-ContinentalBreakfast-186390-187710,OP05-R04-ContinentalBreakfast,186390,187710,3,bread_container
2760,OP05-R04-ContinentalBreakfast-187745-189255,OP05-R04-ContinentalBreakfast,187745,189255,3,bread_container
2761,OP05-R04-ContinentalBreakfast-190260-198070,OP05-R04-ContinentalBreakfast,190260,198070,2,bread_container
2762,OP05-R04-ContinentalBreakfast-193020-194310,OP05-R04-ContinentalBreakfast,193020,194310,6,bread_container
2763,OP05-R04-ContinentalBreakfast-199220-201170,OP05-R04-ContinentalBreakfast,199220,201170,3,bread
2764,OP05-R04-ContinentalBreakfast-203775-204285,OP05-R04-ContinentalBreakfast,203775,204285,0,condiment
2765,OP05-R04-ContinentalBreakfast-204335-204955,OP05-R04-ContinentalBreakfast,204335,204955,0,condiment
2766,OP05-R04-ContinentalBreakfast-204950-224610,OP05-R04-ContinentalBreakfast,204950,224610,0,"condiment,bread,eating_utensil"
2767,OP05-R04-ContinentalBreakfast-225915-227655,OP05-R04-ContinentalBreakfast,225915,227655,3,bread
2768,OP05-R04-ContinentalBreakfast-228140-230820,OP05-R04-ContinentalBreakfast,228140,230820,6,sandwich
2769,OP05-R04-ContinentalBreakfast-231945-243255,OP05-R04-ContinentalBreakfast,231945,243255,6,bread_container
2770,OP05-R04-ContinentalBreakfast-245955-247715,OP05-R04-ContinentalBreakfast,245955,247715,2,fridge
2771,OP05-R04-ContinentalBreakfast-248070-249350,OP05-R04-ContinentalBreakfast,248070,249350,5,bread_container
2772,OP05-R04-ContinentalBreakfast-254850-255940,OP05-R04-ContinentalBreakfast,254850,255940,3,pot
2773,OP05-R04-ContinentalBreakfast-258640-259470,OP05-R04-ContinentalBreakfast,258640,259470,9,"water,faucet,pot"
2774,OP05-R04-ContinentalBreakfast-259320-263970,OP05-R04-ContinentalBreakfast,259320,263970,9,"water,faucet,pot"
2775,OP05-R04-ContinentalBreakfast-266230-267570,OP05-R04-ContinentalBreakfast,266230,267570,5,pot
2776,OP05-R04-ContinentalBreakfast-268410-271580,OP05-R04-ContinentalBreakfast,268410,271580,0,stove
2777,OP05-R04-ContinentalBreakfast-275290-278300,OP05-R04-ContinentalBreakfast,275290,278300,2,cabinet
2778,OP05-R04-ContinentalBreakfast-290710-293920,OP05-R04-ContinentalBreakfast,290710,293920,3,bowl
2779,OP05-R04-ContinentalBreakfast-296910-301360,OP05-R04-ContinentalBreakfast,296910,301360,6,cabinet
2780,OP05-R04-ContinentalBreakfast-305330-308060,OP05-R04-ContinentalBreakfast,305330,308060,3,cereal
2781,OP05-R04-ContinentalBreakfast-312570-320640,OP05-R04-ContinentalBreakfast,312570,320640,9,"cereal,grocery_bag,bowl"
2782,OP05-R04-ContinentalBreakfast-324094-326754,OP05-R04-ContinentalBreakfast,324094,326754,5,cereal_container
2783,OP05-R04-ContinentalBreakfast-327089-328739,OP05-R04-ContinentalBreakfast,327089,328739,6,cereal_container
2784,OP05-R04-ContinentalBreakfast-330250-332450,OP05-R04-ContinentalBreakfast,330250,332450,2,fridge
2785,OP05-R04-ContinentalBreakfast-332305-333745,OP05-R04-ContinentalBreakfast,332305,333745,3,milk_container
2786,OP05-R04-ContinentalBreakfast-335620-337100,OP05-R04-ContinentalBreakfast,335620,337100,2,milk_container
2787,OP05-R04-ContinentalBreakfast-338975-340985,OP05-R04-ContinentalBreakfast,338975,340985,9,"milk,milk_container,bowl"
2788,OP05-R04-ContinentalBreakfast-341495-342625,OP05-R04-ContinentalBreakfast,341495,342625,5,milk_container
2789,OP05-R04-ContinentalBreakfast-343225-345025,OP05-R04-ContinentalBreakfast,343225,345025,6,milk_container
2790,OP05-R04-ContinentalBreakfast-345070-346060,OP05-R04-ContinentalBreakfast,345070,346060,3,condiment_container
2791,OP05-R04-ContinentalBreakfast-346090-350260,OP05-R04-ContinentalBreakfast,346090,350260,2,condiment_container
2792,OP05-R04-ContinentalBreakfast-350980-354840,OP05-R04-ContinentalBreakfast,350980,354840,9,"condiment,condiment_container,bowl"
2793,OP05-R04-ContinentalBreakfast-355065-356045,OP05-R04-ContinentalBreakfast,355065,356045,5,condiment_container
2794,OP05-R04-ContinentalBreakfast-357160-358110,OP05-R04-ContinentalBreakfast,357160,358110,3,milk_container
2795,OP05-R04-ContinentalBreakfast-359010-360990,OP05-R04-ContinentalBreakfast,359010,360990,2,fridge
2796,OP05-R04-ContinentalBreakfast-361085-362645,OP05-R04-ContinentalBreakfast,361085,362645,5,milk_container
2797,OP05-R04-ContinentalBreakfast-363010-365890,OP05-R04-ContinentalBreakfast,363010,365890,6,fridge
2798,OP05-R04-ContinentalBreakfast-370755-372015,OP05-R04-ContinentalBreakfast,370755,372015,3,cup
2799,OP05-R04-ContinentalBreakfast-374850-375920,OP05-R04-ContinentalBreakfast,374850,375920,7,cup
2800,OP05-R04-ContinentalBreakfast-377140-379550,OP05-R04-ContinentalBreakfast,377140,379550,0,stove
2801,OP05-R04-ContinentalBreakfast-379620-380600,OP05-R04-ContinentalBreakfast,379620,380600,3,pot
2802,OP05-R04-ContinentalBreakfast-380685-390495,OP05-R04-ContinentalBreakfast,380685,390495,9,"water,pot,cup"
2803,OP05-R04-ContinentalBreakfast-390615-391875,OP05-R04-ContinentalBreakfast,390615,391875,5,pot
2804,OP05-R04-ContinentalBreakfast-393840-395330,OP05-R04-ContinentalBreakfast,393840,395330,3,teabag
2805,OP05-R04-ContinentalBreakfast-398975-400985,OP05-R04-ContinentalBreakfast,398975,400985,5,"trash,trash_container"
2806,OP05-R04-ContinentalBreakfast-405940-406830,OP05-R04-ContinentalBreakfast,405940,406830,7,teabag
2807,OP05-R04-ContinentalBreakfast-406910-428930,OP05-R04-ContinentalBreakfast,406910,428930,7,teabag
2808,OP05-R04-ContinentalBreakfast-417590-418680,OP05-R04-ContinentalBreakfast,417590,418680,0,teabag
2809,OP05-R04-ContinentalBreakfast-429920-431030,OP05-R04-ContinentalBreakfast,429920,431030,5,"trash,trash_container"
2810,OP05-R04-ContinentalBreakfast-434880-436150,OP05-R04-ContinentalBreakfast,434880,436150,2,cabinet
2811,OP05-R04-ContinentalBreakfast-436230-436910,OP05-R04-ContinentalBreakfast,436230,436910,3,seasoning_container
2812,OP05-R04-ContinentalBreakfast-438615-440845,OP05-R04-ContinentalBreakfast,438615,440845,9,"seasoning,seasoning_container,cup"
2813,OP05-R04-ContinentalBreakfast-441835-443455,OP05-R04-ContinentalBreakfast,441835,443455,5,seasoning_container
2814,OP05-R04-ContinentalBreakfast-443570-445150,OP05-R04-ContinentalBreakfast,443570,445150,6,cabinet
2815,OP05-R04-ContinentalBreakfast-445385-447265,OP05-R04-ContinentalBreakfast,445385,447265,3,cup
2816,OP05-R04-ContinentalBreakfast-450330-451680,OP05-R04-ContinentalBreakfast,450330,451680,5,cup
2817,OP06-R02-TurkeySandwich-115140-117310,OP06-R02-TurkeySandwich,115140,117310,2,fridge
2818,OP06-R02-TurkeySandwich-117705-118825,OP06-R02-TurkeySandwich,117705,118825,1,fridge
2819,OP06-R02-TurkeySandwich-119415-120615,OP06-R02-TurkeySandwich,119415,120615,3,deli_meat_container
2820,OP06-R02-TurkeySandwich-124985-126305,OP06-R02-TurkeySandwich,124985,126305,3,cheese_container
2821,OP06-R02-TurkeySandwich-128585-132535,OP06-R02-TurkeySandwich,128585,132535,3,bread_container
2822,OP06-R02-TurkeySandwich-136180-141660,OP06-R02-TurkeySandwich,136180,141660,6,fridge
2823,OP06-R02-TurkeySandwich-143860-145070,OP06-R02-TurkeySandwich,143860,145070,5,bread_container
2824,OP06-R02-TurkeySandwich-145710-146650,OP06-R02-TurkeySandwich,145710,146650,5,bacon_container
2825,OP06-R02-TurkeySandwich-147610-149160,OP06-R02-TurkeySandwich,147610,149160,3,plate
2826,OP06-R02-TurkeySandwich-150330-151680,OP06-R02-TurkeySandwich,150330,151680,2,bread_container
2827,OP06-R02-TurkeySandwich-151685-153565,OP06-R02-TurkeySandwich,151685,153565,3,bread
2828,OP06-R02-TurkeySandwich-155270-156920,OP06-R02-TurkeySandwich,155270,156920,3,deli_meat_container
2829,OP06-R02-TurkeySandwich-156955-163245,OP06-R02-TurkeySandwich,156955,163245,2,grocery_bag
2830,OP06-R02-TurkeySandwich-163270-168290,OP06-R02-TurkeySandwich,163270,168290,8,deli_meat
2831,OP06-R02-TurkeySandwich-168300-175800,OP06-R02-TurkeySandwich,168300,175800,10,"deli_meat,grocery_bag,bread"
2832,OP06-R02-TurkeySandwich-176990-180220,OP06-R02-TurkeySandwich,176990,180220,3,cheese
2833,OP06-R02-TurkeySandwich-180260-197290,OP06-R02-TurkeySandwich,180260,197290,2,cheese_container
2834,OP06-R02-TurkeySandwich-197300-199410,OP06-R02-TurkeySandwich,197300,199410,5,cheese
2835,OP06-R02-TurkeySandwich-199515-206215,OP06-R02-TurkeySandwich,199515,206215,6,deli_meat_container
2836,OP06-R02-TurkeySandwich-212075-213845,OP06-R02-TurkeySandwich,212075,213845,2,fridge
2837,OP06-R02-TurkeySandwich-215330-218060,OP06-R02-TurkeySandwich,215330,218060,3,lettuce_container
2838,OP06-R02-TurkeySandwich-224990-227100,OP06-R02-TurkeySandwich,224990,227100,3,tomato
2839,OP06-R02-TurkeySandwich-230535-234555,OP06-R02-TurkeySandwich,230535,234555,6,fridge
2840,OP06-R02-TurkeySandwich-236080-237570,OP06-R02-TurkeySandwich,236080,237570,5,lettuce_container
2841,OP06-R02-TurkeySandwich-237605-241325,OP06-R02-TurkeySandwich,237605,241325,3,plate
2842,OP06-R02-TurkeySandwich-241365-245185,OP06-R02-TurkeySandwich,241365,245185,3,plate
2843,OP06-R02-TurkeySandwich-246225-247625,OP06-R02-TurkeySandwich,246225,247625,3,lettuce_container
2844,OP06-R02-TurkeySandwich-247655-255915,OP06-R02-TurkeySandwich,247655,255915,3,lettuce
2845,OP06-R02-TurkeySandwich-255950-259950,OP06-R02-TurkeySandwich,255950,259950,8,lettuce
2846,OP06-R02-TurkeySandwich-260680-262590,OP06-R02-TurkeySandwich,260680,262590,5,lettuce
2847,OP06-R02-TurkeySandwich-262625-265055,OP06-R02-TurkeySandwich,262625,265055,5,lettuce
2848,OP06-R02-TurkeySandwich-272620-273960,OP06-R02-TurkeySandwich,272620,273960,3,lettuce
2849,OP06-R02-TurkeySandwich-279270-280970,OP06-R02-TurkeySandwich,279270,280970,0,lettuce
2850,OP06-R02-TurkeySandwich-280980-291110,OP06-R02-TurkeySandwich,280980,291110,0,lettuce
2851,OP06-R02-TurkeySandwich-291150-292350,OP06-R02-TurkeySandwich,291150,292350,7,lettuce
2852,OP06-R02-TurkeySandwich-298790-299830,OP06-R02-TurkeySandwich,298790,299830,3,tomato
2853,OP06-R02-TurkeySandwich-304670-305800,OP06-R02-TurkeySandwich,304670,305800,0,faucet
2854,OP06-R02-TurkeySandwich-305825-311015,OP06-R02-TurkeySandwich,305825,311015,0,tomato
2855,OP06-R02-TurkeySandwich-322360-323580,OP06-R02-TurkeySandwich,322360,323580,3,eating_utensil
2856,OP06-R02-TurkeySandwich-324670-325750,OP06-R02-TurkeySandwich,324670,325750,0,eating_utensil
2857,OP06-R02-TurkeySandwich-325520-327870,OP06-R02-TurkeySandwich,325520,327870,0,eating_utensil
2858,OP06-R02-TurkeySandwich-327615-328515,OP06-R02-TurkeySandwich,327615,328515,0,eating_utensil
2859,OP06-R02-TurkeySandwich-334600-335740,OP06-R02-TurkeySandwich,334600,335740,7,lettuce
2860,OP06-R02-TurkeySandwich-335770-336640,OP06-R02-TurkeySandwich,335770,336640,3,eating_utensil
2861,OP06-R02-TurkeySandwich-338655-350345,OP06-R02-TurkeySandwich,338655,350345,4,lettuce
2862,OP06-R02-TurkeySandwich-350380-351270,OP06-R02-TurkeySandwich,350380,351270,3,tomato
2863,OP06-R02-TurkeySandwich-353215-354135,OP06-R02-TurkeySandwich,353215,354135,7,tomato
2864,OP06-R02-TurkeySandwich-355775-372170,OP06-R02-TurkeySandwich,355775,372170,4,tomato
2865,OP06-R02-TurkeySandwich-373410-378990,OP06-R02-TurkeySandwich,373410,378990,8,tomato
2866,OP06-R02-TurkeySandwich-379690-404370,OP06-R02-TurkeySandwich,379690,404370,8,tomato
2867,OP06-R02-TurkeySandwich-405200-411820,OP06-R02-TurkeySandwich,405200,411820,10,"tomato,plate,salad"
2868,OP06-R02-TurkeySandwich-415250-417700,OP06-R02-TurkeySandwich,415250,417700,2,fridge
2869,OP06-R02-TurkeySandwich-418095-419595,OP06-R02-TurkeySandwich,418095,419595,3,condiment_container
2870,OP06-R02-TurkeySandwich-424390-427230,OP06-R02-TurkeySandwich,424390,427230,6,fridge
2871,OP06-R02-TurkeySandwich-429690-432160,OP06-R02-TurkeySandwich,429690,432160,2,condiment_container
2872,OP06-R02-TurkeySandwich-433005-438485,OP06-R02-TurkeySandwich,433005,438485,0,"condiment,vegetable_mixture"
2873,OP06-R02-TurkeySandwich-438505-439685,OP06-R02-TurkeySandwich,438505,439685,1,condiment_container
2874,OP06-R02-TurkeySandwich-442035-444925,OP06-R02-TurkeySandwich,442035,444925,2,fridge
2875,OP06-R02-TurkeySandwich-444200-446330,OP06-R02-TurkeySandwich,444200,446330,5,condiment_container
2876,OP06-R02-TurkeySandwich-446380-447890,OP06-R02-TurkeySandwich,446380,447890,6,fridge
2877,OP06-R02-TurkeySandwich-452615-454075,OP06-R02-TurkeySandwich,452615,454075,0,sandwich
2878,OP06-R02-TurkeySandwich-454125-456405,OP06-R02-TurkeySandwich,454125,456405,0,sandwich
2879,OP06-R02-TurkeySandwich-456865-458875,OP06-R02-TurkeySandwich,456865,458875,7,sandwich
2880,OP06-R02-TurkeySandwich-458910-459470,OP06-R02-TurkeySandwich,458910,459470,5,deli_meat
2881,OP06-R02-TurkeySandwich-459480-460690,OP06-R02-TurkeySandwich,459480,460690,0,sandwich
2882,OP06-R03-BaconAndEggs-42970-45110,OP06-R03-BaconAndEggs,42970,45110,2,fridge
2883,OP06-R03-BaconAndEggs-45450-53390,OP06-R03-BaconAndEggs,45450,53390,3,egg_container
2884,OP06-R03-BaconAndEggs-57480-61830,OP06-R03-BaconAndEggs,57480,61830,3,milk_container
2885,OP06-R03-BaconAndEggs-66520-67120,OP06-R03-BaconAndEggs,66520,67120,5,egg_container
2886,OP06-R03-BaconAndEggs-67320-68070,OP06-R03-BaconAndEggs,67320,68070,3,egg_container
2887,OP06-R03-BaconAndEggs-69140-70990,OP06-R03-BaconAndEggs,69140,70990,6,fridge
2888,OP06-R03-BaconAndEggs-74090-77080,OP06-R03-BaconAndEggs,74090,77080,5,bowl
2889,OP06-R03-BaconAndEggs-77090-77850,OP06-R03-BaconAndEggs,77090,77850,5,bowl
2890,OP06-R03-BaconAndEggs-79290-81880,OP06-R03-BaconAndEggs,79290,81880,2,egg_container
2891,OP06-R03-BaconAndEggs-82550-83800,OP06-R03-BaconAndEggs,82550,83800,3,egg
2892,OP06-R03-BaconAndEggs-84370-90060,OP06-R03-BaconAndEggs,84370,90060,0,egg
2893,OP06-R03-BaconAndEggs-92840-97780,OP06-R03-BaconAndEggs,92840,97780,0,egg
2894,OP06-R03-BaconAndEggs-101640-104680,OP06-R03-BaconAndEggs,101640,104680,2,milk_container
2895,OP06-R03-BaconAndEggs-105950-108640,OP06-R03-BaconAndEggs,105950,108640,9,"milk,milk_container,bowl"
2896,OP06-R03-BaconAndEggs-109580-113610,OP06-R03-BaconAndEggs,109580,113610,6,milk_container
2897,OP06-R03-BaconAndEggs-114420-117670,OP06-R03-BaconAndEggs,114420,117670,6,egg_container
2898,OP06-R03-BaconAndEggs-119560-121920,OP06-R03-BaconAndEggs,119560,121920,3,seasoning_container
2899,OP06-R03-BaconAndEggs-145740-149010,OP06-R03-BaconAndEggs,145740,149010,3,eating_utensil
2900,OP06-R03-BaconAndEggs-151750-153470,OP06-R03-BaconAndEggs,151750,153470,5,eating_utensil
2901,OP06-R03-BaconAndEggs-153490-154510,OP06-R03-BaconAndEggs,153490,154510,3,eating_utensil
2902,OP06-R03-BaconAndEggs-154570-185980,OP06-R03-BaconAndEggs,154570,185980,0,eating_utensil
2903,OP06-R03-BaconAndEggs-189450-197710,OP06-R03-BaconAndEggs,189450,197710,0,stove
2904,OP06-R03-BaconAndEggs-206560-208390,OP06-R03-BaconAndEggs,206560,208390,3,oil_container
2905,OP06-R03-BaconAndEggs-208420-215950,OP06-R03-BaconAndEggs,208420,215950,2,oil_container
2906,OP06-R03-BaconAndEggs-217980-229220,OP06-R03-BaconAndEggs,217980,229220,9,"oil,oil_container,pan"
2907,OP06-R03-BaconAndEggs-230430-233780,OP06-R03-BaconAndEggs,230430,233780,6,oil_container
2908,OP06-R03-BaconAndEggs-233820-234980,OP06-R03-BaconAndEggs,233820,234980,5,oil_container
2909,OP06-R03-BaconAndEggs-250010-276450,OP06-R03-BaconAndEggs,250010,276450,0,"mixture,eating_utensil"
2910,OP06-R03-BaconAndEggs-276220-277020,OP06-R03-BaconAndEggs,276220,277020,0,"soup,eating_utensil"
2911,OP06-R03-BaconAndEggs-292120-296720,OP06-R03-BaconAndEggs,292120,296720,9,"mixture,bowl,pan"
2912,OP06-R03-BaconAndEggs-305780-307060,OP06-R03-BaconAndEggs,305780,307060,5,bowl
2913,OP06-R03-BaconAndEggs-320880-322110,OP06-R03-BaconAndEggs,320880,322110,2,cabinet
2914,OP06-R03-BaconAndEggs-322610-325540,OP06-R03-BaconAndEggs,322610,325540,3,cup
2915,OP06-R03-BaconAndEggs-325640-326460,OP06-R03-BaconAndEggs,325640,326460,6,cabinet
2916,OP06-R03-BaconAndEggs-329950-332030,OP06-R03-BaconAndEggs,329950,332030,2,fridge
2917,OP06-R03-BaconAndEggs-332050-333410,OP06-R03-BaconAndEggs,332050,333410,3,juice_container
2918,OP06-R03-BaconAndEggs-335960-337800,OP06-R03-BaconAndEggs,335960,337800,6,fridge
2919,OP06-R03-BaconAndEggs-340080-342490,OP06-R03-BaconAndEggs,340080,342490,2,juice_container
2920,OP06-R03-BaconAndEggs-342670-346130,OP06-R03-BaconAndEggs,342670,346130,9,"juice,juice_container,cup"
2921,OP06-R03-BaconAndEggs-346410-349890,OP06-R03-BaconAndEggs,346410,349890,6,juice_container
2922,OP06-R03-BaconAndEggs-351950-352650,OP06-R03-BaconAndEggs,351950,352650,2,fridge
2923,OP06-R03-BaconAndEggs-352690-354400,OP06-R03-BaconAndEggs,352690,354400,5,juice_container
2924,OP06-R03-BaconAndEggs-355530-356660,OP06-R03-BaconAndEggs,355530,356660,3,milk_container
2925,OP06-R03-BaconAndEggs-357800-360100,OP06-R03-BaconAndEggs,357800,360100,5,milk_container
2926,OP06-R03-BaconAndEggs-361400-362820,OP06-R03-BaconAndEggs,361400,362820,3,egg_container
2927,OP06-R03-BaconAndEggs-364300-366920,OP06-R03-BaconAndEggs,364300,366920,5,egg_container
2928,OP06-R03-BaconAndEggs-392660-439850,OP06-R03-BaconAndEggs,392660,439850,7,egg
2929,OP06-R03-BaconAndEggs-439540-440260,OP06-R03-BaconAndEggs,439540,440260,5,cooking_utensil
2930,OP06-R03-BaconAndEggs-441910-444930,OP06-R03-BaconAndEggs,441910,444930,3,plate
2931,OP06-R03-BaconAndEggs-448040-449340,OP06-R03-BaconAndEggs,448040,449340,5,plate
2932,OP06-R03-BaconAndEggs-450740-451450,OP06-R03-BaconAndEggs,450740,451450,7,"egg,pan"
2933,OP06-R03-BaconAndEggs-452490-453770,OP06-R03-BaconAndEggs,452490,453770,3,pan
2934,OP06-R03-BaconAndEggs-453800-456240,OP06-R03-BaconAndEggs,453800,456240,10,"egg,pan,plate"
2935,OP06-R03-BaconAndEggs-460070-461170,OP06-R03-BaconAndEggs,460070,461170,0,stove
2936,OP06-R03-BaconAndEggs-462240-463160,OP06-R03-BaconAndEggs,462240,463160,3,plate
2937,OP06-R03-BaconAndEggs-465390-466670,OP06-R03-BaconAndEggs,465390,466670,5,plate
2938,OP06-R03-BaconAndEggs-471620-473670,OP06-R03-BaconAndEggs,471620,473670,2,fridge_drawer
2939,OP06-R03-BaconAndEggs-474790-477910,OP06-R03-BaconAndEggs,474790,477910,3,bacon_container
2940,OP06-R03-BaconAndEggs-491440-492490,OP06-R03-BaconAndEggs,491440,492490,3,oil_container
2941,OP06-R03-BaconAndEggs-492580-499780,OP06-R03-BaconAndEggs,492580,499780,0,stove
2942,OP06-R03-BaconAndEggs-499850-502500,OP06-R03-BaconAndEggs,499850,502500,9,"oil,oil_container,cup"
2943,OP06-R03-BaconAndEggs-503290-505930,OP06-R03-BaconAndEggs,503290,505930,6,oil_container
2944,OP06-R03-BaconAndEggs-506480-507820,OP06-R03-BaconAndEggs,506480,507820,5,oil_container
2945,OP06-R03-BaconAndEggs-519100-520240,OP06-R03-BaconAndEggs,519100,520240,3,bacon_container
2946,OP06-R03-BaconAndEggs-521910-523470,OP06-R03-BaconAndEggs,521910,523470,2,bacon_container
2947,OP06-R03-BaconAndEggs-523340-538400,OP06-R03-BaconAndEggs,523340,538400,3,bacon
2948,OP06-R03-BaconAndEggs-538430-539850,OP06-R03-BaconAndEggs,538430,539850,3,bacon
2949,OP06-R03-BaconAndEggs-543290-548130,OP06-R03-BaconAndEggs,543290,548130,5,bacon
2950,OP06-R03-BaconAndEggs-552170-553460,OP06-R03-BaconAndEggs,552170,553460,3,bacon_container
2951,OP06-R03-BaconAndEggs-554970-557120,OP06-R03-BaconAndEggs,554970,557120,2,fridge
2952,OP06-R03-BaconAndEggs-557130-557980,OP06-R03-BaconAndEggs,557130,557980,5,bacon_container
2953,OP06-R03-BaconAndEggs-558310-559760,OP06-R03-BaconAndEggs,558310,559760,6,fridge
2954,OP06-R03-BaconAndEggs-563040-563910,OP06-R03-BaconAndEggs,563040,563910,0,hand
2955,OP06-R03-BaconAndEggs-563930-568620,OP06-R03-BaconAndEggs,563930,568620,0,hand
2956,OP06-R03-BaconAndEggs-568660-569560,OP06-R03-BaconAndEggs,568660,569560,0,faucet
2957,OP06-R03-BaconAndEggs-570550-572910,OP06-R03-BaconAndEggs,570550,572910,8,paper_towel
2958,OP06-R03-BaconAndEggs-572920-577850,OP06-R03-BaconAndEggs,572920,577850,0,"hand,paper_towel"
2959,OP06-R03-BaconAndEggs-578260-578870,OP06-R03-BaconAndEggs,578260,578870,5,"trash,trash_container"
2960,OP06-R03-BaconAndEggs-581040-582240,OP06-R03-BaconAndEggs,581040,582240,3,cooking_utensil
2961,OP06-R03-BaconAndEggs-582550-592760,OP06-R03-BaconAndEggs,582550,592760,7,bacon
2962,OP06-R03-BaconAndEggs-592920-594130,OP06-R03-BaconAndEggs,592920,594130,5,cooking_utensil
2963,OP06-R03-BaconAndEggs-598710-601440,OP06-R03-BaconAndEggs,598710,601440,2,fridge
2964,OP06-R03-BaconAndEggs-602220-603800,OP06-R03-BaconAndEggs,602220,603800,3,condiment_container
2965,OP06-R03-BaconAndEggs-609100-610630,OP06-R03-BaconAndEggs,609100,610630,6,fridge
2966,OP06-R03-BaconAndEggs-615600-618150,OP06-R03-BaconAndEggs,615600,618150,3,bread
2967,OP06-R03-BaconAndEggs-619430-627280,OP06-R03-BaconAndEggs,619430,627280,8,bread
2968,OP06-R03-BaconAndEggs-633100-634080,OP06-R03-BaconAndEggs,633100,634080,3,eating_utensil
2969,OP06-R03-BaconAndEggs-634380-641160,OP06-R03-BaconAndEggs,634380,641160,2,condiment_container
2970,OP06-R03-BaconAndEggs-641210-668550,OP06-R03-BaconAndEggs,641210,668550,0,"condiment,bread,eating_utensil"
2971,OP06-R03-BaconAndEggs-668620-669500,OP06-R03-BaconAndEggs,668620,669500,5,eating_utensil
2972,OP06-R03-BaconAndEggs-669500-670320,OP06-R03-BaconAndEggs,669500,670320,3,bread
2973,OP06-R03-BaconAndEggs-670340-671100,OP06-R03-BaconAndEggs,670340,671100,5,bread
2974,OP06-R03-BaconAndEggs-671760-673790,OP06-R03-BaconAndEggs,671760,673790,7,bread
2975,OP06-R03-BaconAndEggs-674700-676930,OP06-R03-BaconAndEggs,674700,676930,6,condiment_container
